preco,condominio,endereço,area,quartos,vagas,banheiros
R$ 1.800 /mês,R$ 638,"Avenida das Américas, Barra da Tijuca",34 m²,0,1,0
R$ 1.400 /mês,R$ 550,"Rua Gastão Penalva, Andaraí",74 m²,3,1,1
R$ 150 /mês,R$ 958,"Avenida Nossa Senhora de Copacabana, Copacabana",32 m²,0,0,1
R$ 1.100 /mês,R$ 805,"Estrada de Jacarepaguá, Anil",60 m²,2,1,1
R$ 1.460 /mês,R$ 683,"Avenida Augusto Severo, Centro",45 m²,1,0,1
R$ 1.400 /mês,R$ 10,"Rua Manuel Alves, Cachambi",60 m²,2,0,1
R$ 25.000 /mês,R$ 2.500,"Rua do Rosário, Centro",900 m²,0,0,10
R$ 2.700 /mês,R$ 1.074,"Avenida Maracanã, Tijuca",103 m²,3,2,2
R$ 3.200 /mês,R$ 852,"Rua Conde de Bonfim, Tijuca",47 m²,0,2,1
R$ 750 /mês,R$ 250,"Estrada do Mendanha, Campo Grande",42 m²,2,1,1
R$ 595 /mês,R$ 605,"Rua Cândido Benício, Campinho",64 m²,2,1,1
R$ 3.000 /mês,R$ 680,"Rua Castro Barbosa, Grajaú",90 m²,3,1,2
R$ 1.000 /mês,R$ 600,"Rua Cachambi, Cachambi",81 m²,2,1,2
R$ 2.000 /mês,R$ 380,"Avenida Prado Júnior, Copacabana",30 m²,1,1,1
R$ 1.190 /mês,R$ 500,"Rua Flaminia, Irajá",98 m²,2,1,1
R$ 1.380 /mês,R$ 700,"Rua Hermínia, Méier",80 m²,2,1,1
R$ 950 /mês,R$ 310,"Rua Filgueiras Lima, Riachuelo",45 m²,1,0,1
R$ 900 /mês,R$ 600,"Rua Carolina Santos, Méier",55 m²,2,1,1
R$ 1.250 /mês,R$ 290,"Rua Marechal Bittencourt, Engenho Novo",70 m²,2,0,1
R$ 1.700 /mês,R$ 605,"Rua Cambaúba, Jardim Guanabara",105 m²,3,1,2
R$ 2.350 /mês,R$ 956,"Largo do Machado, Flamengo",97 m²,3,0,2
R$ 1.500 /mês,R$ 1.200,"Estrada Sorima, Barra da Tijuca",30 m²,1,0,1
R$ 1.200 /mês,0,"Rua Bogari, Tanque",60 m²,2,0,1
R$ 1.200 /mês,R$ 230,"Rua Comandante Abreu, Olaria",46 m²,2,0,1
R$ 1.200 /mês,R$ 570,"Rua Adalberto Aranha, Andaraí",50 m²,1,0,1
R$ 1.250 /mês,R$ 600,"Avenida Vicente de Carvalho, Vila da Penha",25 m²,0,1,1
R$ 730 /mês,R$ 280,"Rua Campina Grande, Campo Grande",42 m²,2,1,1
R$ 1.100 /mês,R$ 82,"Rua Joaquim Martins, Encantado",99 m²,2,0,2
R$ 1.200 /mês,0,"Rua Penedo, Olaria",46 m²,1,0,1
R$ 1.400 /mês,R$ 280,"Rua Teixeira Soares, Maracanã",85 m²,2,0,1
R$ 1.275 /mês,R$ 755,"Avenida Vicente de Carvalho, Irajá",70 m²,2,1,1
R$ 3.000 /mês,R$ 1.010,"Rua Clarice Índio do Brasil, Botafogo",80 m²,2,1,2
R$ 900 /mês,R$ 357,"Caminho do Veloso, Campo Grande",48 m²,2,1,1
R$ 1.200 /mês,R$ 250,"Rua Itapiru, Rio Comprido",80 m²,2,0,2
R$ 350 /mês,R$ 1.195,"Centro, Rio de Janeiro",33 m²,0,0,1
R$ 1.220 /mês,R$ 550,"Rua Conde de Bonfim, Tijuca",43 m²,1,1,1
R$ 1.200 /mês,R$ 556,"Rua Barão de São Francisco, Andaraí",65 m²,1,1,1
R$ 1.953 /mês,R$ 451,"Rua Santo Amaro, Glória",54 m²,2,0,1
R$ 1.000 /mês,R$ 342,"Rua Lins de Vasconcelos, Lins de Vasconcelos",58 m²,2,0,1
R$ 600 /mês,R$ 410,"Avenida Presidente Vargas, Centro",25 m²,0,0,1
R$ 1.260 /mês,R$ 595,"Barra da Tijuca, Rio de Janeiro",28 m²,0,1,1
R$ 1.600 /mês,R$ 960,"Rua Uruguai, Tijuca",92 m²,2,1,1
R$ 500 /mês,R$ 450,"Centro, Rio de Janeiro",30 m²,0,0,1
R$ 1.800 /mês,R$ 547,"Rua Engenheiro Enaldo Cravo Peixoto, Tijuca",100 m²,3,1,1
R$ 900 /mês,R$ 350,"Rua do Matoso, Praça da Bandeira",30 m²,1,0,1
R$ 3.024 /mês,R$ 922,"Rua Omar Bandeira Ramidan Sobrinho, Recreio Dos Bandeirantes",88 m²,3,2,3
R$ 1.300 /mês,R$ 81,"Rua Faria Braga, São Cristóvão",127 m²,2,0,1
R$ 1.300 /mês,R$ 750,"Rua Clarimundo de Melo, Quintino Bocaiúva",97 m²,4,1,2
R$ 1.100 /mês,R$ 617,"Estrada Rodrigues Caldas, Taquara",54 m²,1,1,1
R$ 1.100 /mês,R$ 350,"Rua São Gabriel, Cachambi",50 m²,2,0,1
R$ 3.150 /mês,R$ 569,"Estrada dos Bandeirantes, Jacarepaguá",65 m²,1,1,2
R$ 6.000 /mês,R$ 1.829,"Rua México, Centro",132 m²,0,0,2
R$ 1.500 /mês,R$ 40,"Vargem Pequena, Rio de Janeiro",40 m²,1,1,1
R$ 1.000 /mês,R$ 40,"Travessa Cajueiro, Campinho",45 m²,1,1,1
R$ 3.400 /mês,R$ 292,"Rua Babaçu, Jardim Guanabara",120 m²,2,1,2
R$ 2.000 /mês,R$ 1.375,"Estrada dos Três Rios, Freguesia- Jacarepaguá",53 m²,0,0,2
R$ 1.700 /mês,R$ 900,"Praça Hilda, Tijuca",70 m²,2,0,2
R$ 680 /mês,R$ 282,"Travessa Paulino de Almeida, Campo Grande",43 m²,2,1,1
R$ 2.000 /mês,0,"Rua Riachuelo, Centro",70 m²,0,0,1
R$ 1.350 /mês,R$ 650,"Rua Duvivier, Copacabana",35 m²,1,0,1
R$ 900 /mês,R$ 200,"Rua Fausto do Amaral, Olaria",32 m²,0,0,1
R$ 4.800 /mês,R$ 1.620,"Avenida João Cabral de Mello Neto, Barra da Tijuca",72 m²,0,1,2
R$ 900 /mês,R$ 320,"Avenida Lúcio Costa, Recreio Dos Bandeirantes",28 m²,0,1,1
R$ 750 /mês,R$ 550,"Rua Vinte e Quatro de Maio, Méier",66 m²,2,1,1
R$ 2.500 /mês,R$ 950,"Rua Antônio Basílio, Tijuca",130 m²,2,1,1
R$ 1.460 /mês,R$ 180,"Rua Sampaio Ferraz, Estacio",70 m²,1,1,1
R$ 1.000 /mês,R$ 250,"Estrada da Capoeira Grande, Guaratiba",38 m²,1,0,1
R$ 1.150 /mês,R$ 600,"Rua Frei Fabiano, Engenho Novo",62 m²,2,1,1
R$ 1.000 /mês,R$ 330,"Caminho do Veloso, Campo Grande",43 m²,2,1,1
R$ 1.333 /mês,0,"Rua Santa Luzia, Centro",110 m²,0,0,2
R$ 977 /mês,R$ 129,"Rua Teixeira de Pinho, Piedade",80 m²,2,0,1
R$ 1.200 /mês,R$ 808,"Rua Flaminia, Irajá",60 m²,2,1,1
R$ 1.650 /mês,R$ 131,"Rua Lopo Saraiva, Tanque",30 m²,0,1,1
R$ 1.190 /mês,R$ 750,"Rua São João, Engenho Novo",64 m²,2,1,1
R$ 9.000 /mês,R$ 1.560,"Bonsucesso, Rio de Janeiro",990 m²,0,0,4
R$ 900 /mês,R$ 250,"Rua Joaquim Martins, Encantado",52 m²,2,0,1
R$ 1.490 /mês,R$ 640,"Rua Uruguai, Tijuca",72 m²,3,1,1
R$ 1.150 /mês,R$ 153,"Rua da República, Quintino Bocaiúva",58 m²,2,0,1
R$ 890 /mês,R$ 530,"Rua Senador Dantas, Centro",33 m²,0,0,1
R$ 1.000 /mês,R$ 411,"Estrada dos Três Rios, Freguesia- Jacarepaguá",24 m²,0,1,1
R$ 900 /mês,R$ 264,"Rua Mossoró, Méier",40 m²,1,1,1
R$ 1.400 /mês,R$ 400,"Rua Soldado Teodoro Ribeiro, Vista Alegre",60 m²,2,1,1
R$ 1.000 /mês,R$ 781,"Rua Haddock Lobo, Tijuca",27 m²,0,1,1
R$ 1.100 /mês,R$ 350,"Rua Senador Rui Carneiro, Recreio Dos Bandeirantes",29 m²,0,1,0
R$ 1.500 /mês,R$ 900,"Rua Desembargador Izidro, Tijuca",95 m²,2,1,1
R$ 2.500 /mês,R$ 1.748,"Rua Mayrink Veiga, Centro",162 m²,0,0,4
R$ 1.530 /mês,R$ 521,"Estrada Caribu, Freguesia",43 m²,2,1,1
R$ 1.250 /mês,R$ 1.053,"Rua General Roca, Tijuca",72 m²,2,0,1
R$ 550 /mês,R$ 355,"Estrada Professor Daltro Santos, Campo Grande",46 m²,2,1,1
R$ 2.800 /mês,R$ 540,"Avenida Geremário Dantas, Pechincha",77 m²,3,1,2
R$ 1.400 /mês,R$ 750,"Rua Cônego Tobias, Méier",70 m²,2,1,2
R$ 800 /mês,R$ 200,"Estrada Pau-ferro, Pechincha",41 m²,0,0,1
R$ 1.000 /mês,0,"Estrada do Pedregoso, Campo Grande",53 m²,2,1,1
R$ 5.650 /mês,R$ 1.700,"Rua Gomes Carneiro, Ipanema",110 m²,3,1,2
R$ 1.950 /mês,R$ 550,"Rua Pinheiro Guimarães, Botafogo",80 m²,2,0,1
R$ 850 /mês,R$ 300,"Estrada da Posse, Campo Grande",52 m²,2,1,1
R$ 2.600 /mês,R$ 108,"Rua Retiro dos Artistas, Pechincha",120 m²,2,1,3
R$ 700 /mês,R$ 392,"Rua Miguel Couto, Centro",32 m²,0,0,1
R$ 700 /mês,R$ 701,"Estrada de Jacarepaguá, Jacarepaguá",60 m²,2,0,1
R$ 1.000 /mês,0,"Rua Campina Grande, Campo Grande",44 m²,2,1,1
R$ 1.100 /mês,R$ 80,"Caminho do Mateus, Pilares",58 m²,2,0,2
R$ 850 /mês,R$ 400,"Rua Ministro Gabriel de Piza, Pechincha",60 m²,2,1,1
R$ 1.000 /mês,R$ 710,"Avenida Dom Hélder Câmara, Pilares",29 m²,0,1,1
R$ 1.700 /mês,R$ 980,"Avenida Bartolomeu Mitre, Leblon",42 m²,1,0,1
R$ 2.820 /mês,R$ 1.132,"Alameda A, Recreio Dos Bandeirantes",63 m²,2,1,1
R$ 1.780 /mês,R$ 850,"Rua Barão de Mesquita, Tijuca",75 m²,2,1,3
R$ 1.250 /mês,R$ 406,"Rua da Quitanda, Centro",30 m²,0,0,1
R$ 1.850 /mês,R$ 715,"Rua Haddock Lobo, Tijuca",37 m²,0,1,1
R$ 1.700 /mês,R$ 50,"Rua João Torquato, Bonsucesso",55 m²,2,1,1
R$ 1.040 /mês,R$ 600,"Avenida Gomes Freire, Centro",60 m²,1,0,1
R$ 900 /mês,R$ 495,"Estrada dos Três Rios, Freguesia- Jacarepaguá",29 m²,0,1,0
R$ 2.500 /mês,R$ 800,"Rua Rodolfo Dantas, Copacabana",80 m²,2,0,1
R$ 2.000 /mês,R$ 389,"Centro, Rio de Janeiro",40 m²,0,0,1
R$ 2.500 /mês,R$ 970,"Alameda A, Recreio Dos Bandeirantes",82 m²,3,2,2
R$ 1.600 /mês,R$ 700,"Rua Ferreira Pontes, Grajaú",72 m²,2,2,2
R$ 600 /mês,R$ 413,"Rua Gramado, Campo Grande",66 m²,2,1,1
R$ 660 /mês,R$ 493,"Rua Capitão Menezes, Campinho",70 m²,2,1,1
R$ 1.200 /mês,R$ 714,"Rua Cirne Maia, Méier",67 m²,2,1,2
R$ 800 /mês,R$ 297,"Avenida Churchill, Centro",40 m²,0,0,1
R$ 1.350 /mês,R$ 500,"Rua Roberval Cordeiro de Farias, Recreio Dos Bandeirantes",33 m²,0,0,1
R$ 2.600 /mês,R$ 658,"Glória, Rio de Janeiro",69 m²,1,0,2
R$ 1.300 /mês,R$ 150,"Cascadura, Rio de Janeiro",90 m²,2,1,1
R$ 850 /mês,R$ 503,"Rua Goiás, Piedade",48 m²,2,1,1
R$ 2.800 /mês,R$ 1.300,"Rua República do Peru, Copacabana",130 m²,3,0,4
R$ 500 /mês,R$ 300,"Rua Paulo Moreira da Silva, Pechincha",50 m²,2,1,1
R$ 600 /mês,R$ 330,"Rua do Tijolo, Piedade",74 m²,2,1,1
R$ 2.800 /mês,R$ 615,"Rua Professor Gastão Bahiana, Lagoa",60 m²,2,0,1
R$ 1.060 /mês,R$ 30,"Rua do Queimado, Bento Ribeiro",50 m²,2,1,1
R$ 6.300 /mês,R$ 1.250,"Rua Desembargador Elmano Cruz, Barra da Tijuca",108 m²,2,2,3
R$ 3.500 /mês,R$ 150,"Centro, Rio de Janeiro",45 m²,0,0,3
R$ 2.000 /mês,R$ 1.000,"Rua Santo Afonso, Tijuca",85 m²,3,0,3
R$ 500 /mês,R$ 300,"Estrada do Campinho, Campo Grande",45 m²,2,1,1
R$ 600 /mês,R$ 260,"Estrada dos Caboclos, Campo Grande",54 m²,2,1,1
R$ 800 /mês,0,"Rua Andrade, Quintino Bocaiúva",50 m²,2,0,1
R$ 790 /mês,R$ 250,"Estrada Cachamorra, Campo Grande",44 m²,2,1,1
R$ 2.300 /mês,R$ 1.126,"Rua Hilário de Gouveia, Copacabana",97 m²,3,0,3
R$ 1.800 /mês,R$ 790,"Rua Garibaldi, Tijuca",83 m²,3,1,1
R$ 2.720 /mês,R$ 1.100,"Rua Voluntários da Pátria, Botafogo",60 m²,2,0,1
R$ 1.500 /mês,R$ 800,"Rua Barão do Bom Retiro, Engenho Novo",60 m²,2,1,1
R$ 700 /mês,R$ 220,"Caminho do Veloso, Campo Grande",42 m²,2,1,1
R$ 622 /mês,R$ 270,"Estrada Pacui, Vargem Grande",41 m²,1,2,1
R$ 1.656 /mês,R$ 680,"Rua Luís Guimarães, Vila Isabel",50 m²,2,1,2
R$ 5.000 /mês,R$ 1.917,"Avenida Jornalista Tim Lopes, Barra da Tijuca",121 m²,3,2,2
R$ 1.600 /mês,R$ 200,"Rua Honório, Cachambi",120 m²,3,0,2
R$ 1.500 /mês,R$ 150,"Realengo, Rio de Janeiro",60 m²,0,0,1
R$ 3.052 /mês,R$ 723,"Estrada Adhemar Bebiano, Engenho Da Rainha",60 m²,2,2,1
R$ 500 /mês,R$ 572,"Centro, Rio de Janeiro",30 m²,0,0,1
R$ 1.300 /mês,R$ 950,"Avenida das Américas, Barra da Tijuca",36 m²,0,1,1
R$ 1.400 /mês,R$ 1.077,"Rua Engenheiro Gama Lobo, Vila Isabel",114 m²,2,1,2
R$ 900 /mês,R$ 260,"Estrada Campo da Areia, Pechincha",43 m²,2,1,1
R$ 1.000 /mês,R$ 576,"Avenida Olof Palme, Camorim",23 m²,0,1,1
R$ 2.300 /mês,R$ 1.192,"Rua General Polidoro, Botafogo",80 m²,2,1,1
R$ 3.500 /mês,R$ 1.200,"Rua Marquês de São Vicente, Gávea",40 m²,0,1,1
R$ 1.500 /mês,R$ 580,"Rua Artur Bernardes, Catete",58 m²,1,0,1
R$ 700 /mês,R$ 257,"Avenida Mergulhão, Campo Grande",45 m²,2,1,1
R$ 1.300 /mês,R$ 861,"Rua Joaquim Meier, Méier",75 m²,2,1,2
R$ 1.700 /mês,R$ 570,"Rua Jorge Rudge, Vila Isabel",64 m²,2,1,1
R$ 770 /mês,R$ 150,"Rua Ana Teles, Campinho",75 m²,2,1,1
R$ 800 /mês,R$ 247,"Estrada Cabuçu de Baixo, Guaratiba",60 m²,2,1,1
R$ 900 /mês,R$ 450,"Rua Comendador Pinto, Campinho",46 m²,2,1,1
R$ 850 /mês,0,"Rua Peropaba, Campo Grande",85 m²,2,0,1
R$ 1.050 /mês,R$ 300,"Rua Mário Calderaro, Méier",80 m²,2,0,2
R$ 1.836 /mês,R$ 949,"Rua Haddock Lobo, Tijuca",54 m²,2,2,2
R$ 1.500 /mês,R$ 806,"Rua Maxwell, Vila Isabel",66 m²,2,1,2
R$ 1.020 /mês,R$ 545,"Rua Conselheiro Ferraz, Méier",50 m²,2,1,1
R$ 2.100 /mês,R$ 1.050,"Rua A, Freguesia",87 m²,3,2,2
R$ 700 /mês,R$ 308,"Rua Sete de Setembro, Centro",34 m²,0,0,0
R$ 900 /mês,R$ 330,"Rua Carlos de Vasconcelos, Tijuca",30 m²,0,0,1
R$ 1.800 /mês,R$ 25,"Rua Salvador Pires, Méier",100 m²,2,0,3
R$ 900 /mês,R$ 180,"Rua A, Pechincha",45 m²,1,1,1
R$ 680 /mês,R$ 187,"Avenida Manuel Caldeira de Alvarenga, Campo Grande",49 m²,2,1,1
R$ 2.200 /mês,R$ 678,"Avenida Nossa Senhora de Copacabana, Copacabana",40 m²,0,0,0
R$ 2.193 /mês,R$ 391,"Pechincha, Rio de Janeiro",55 m²,2,1,1
R$ 1.300 /mês,0,"Rua Fonseca Teles, São Cristóvão",50 m²,2,0,1
R$ 1.000 /mês,R$ 534,"Rua A, Engenho Novo",56 m²,2,1,1
R$ 4.450 /mês,R$ 256,"Rua Cônego Tobias, Méier",280 m²,3,3,5
R$ 5.400 /mês,R$ 1.300,"Avenida Gilberto Amado, Jardim Oceanico",135 m²,3,2,3
R$ 3.400 /mês,0,"Rua Pelotas, Engenho Novo",280 m²,4,3,2
R$ 700 /mês,R$ 250,"Estrada do Mendanha, Campo Grande",50 m²,2,1,1
R$ 2.100 /mês,R$ 475,"Rua São Miguel, Tijuca",70 m²,2,1,1
R$ 650 /mês,R$ 548,"Avenida Geremário Dantas, Freguesia- Jacarepaguá",21 m²,0,1,1
R$ 1.500 /mês,R$ 362,"Avenida das Américas, Recreio Dos Bandeirantes",33 m²,0,1,1
R$ 1.070 /mês,R$ 540,"Rua Leopoldino Bastos, Engenho Novo",48 m²,2,1,1
R$ 1.050 /mês,R$ 570,"Rua Torres Sobrinho, Méier",55 m²,2,1,1
R$ 2.300 /mês,R$ 890,"Rua Delgado de Carvalho, Tijuca",90 m²,3,2,1
R$ 722 /mês,R$ 260,"Estrada Paulo de Medeiros, Piedade",60 m²,2,1,1
R$ 1.997 /mês,R$ 1.050,"Rua Barão de Mesquita, Grajaú",80 m²,2,1,2
R$ 1.100 /mês,R$ 420,"Rua Bias Fortes, Bonsucesso",60 m²,2,0,1
R$ 1.700 /mês,R$ 300,"Rua das Rosas, Vila Valqueire",80 m²,3,1,2
R$ 3.200 /mês,R$ 735,"Rua Riachuelo, Centro",92 m²,2,0,1
R$ 600 /mês,R$ 546,"Travessa Marta da Rocha, Pilares",62 m²,2,1,1
R$ 700 /mês,R$ 400,"Centro, Rio de Janeiro",35 m²,0,0,1
R$ 1.200 /mês,R$ 476,"Rua Cardeal Dom Sebastião Leme, Santa Teresa",35 m²,1,1,1
R$ 1.500 /mês,R$ 640,"Estrada de Camorim, Jacarepaguá",49 m²,2,1,2
R$ 1.000 /mês,R$ 478,"Rua Barão do Bom Retiro, Engenho Novo",48 m²,2,0,1
R$ 2.489 /mês,R$ 680,"Rua Omar Bandeira Ramidan Sobrinho, Recreio Dos Bandeirantes",72 m²,2,1,2
R$ 2.000 /mês,R$ 530,"Rua Conde de Bonfim, Tijuca",75 m²,2,1,1
R$ 800 /mês,R$ 677,"Rua Silva Rabelo, Méier",68 m²,2,0,1
R$ 2.000 /mês,R$ 400,"Rua Doutor Sousa Lópes, Botafogo",45 m²,1,0,1
R$ 2.500 /mês,R$ 800,"Rua Paissandu, Flamengo",60 m²,2,0,1
R$ 2.300 /mês,R$ 1.100,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",77 m²,2,1,1
R$ 1.000 /mês,R$ 100,"Rua Capitão Menezes, Praça Seca",50 m²,2,0,1
R$ 1.500 /mês,R$ 350,"Rua Jagoroaba, Vila Valqueire",69 m²,2,2,1
R$ 2.700 /mês,R$ 650,"Rua Ouro Branco, Vila Valqueire",112 m²,3,2,1
R$ 1.100 /mês,R$ 100,"Rua Capitão Menezes, Praça Seca",50 m²,2,0,1
R$ 700 /mês,0,"Rua Alvarenga Peixoto, Vigário Geral",60 m²,2,1,1
R$ 1.100 /mês,R$ 346,"Rua Florianópolis, Praça Seca",65 m²,3,1,1
R$ 16.200 /mês,0,"Rua Sete de Setembro, Centro",264 m²,4,0,2
R$ 1.100 /mês,R$ 463,"Rua Amaury Monteiro, Recreio Dos Bandeirantes",45 m²,1,1,1
R$ 9.000 /mês,R$ 2.199,"Rua Prudente de Morais, Ipanema",116 m²,3,1,2
R$ 1.500 /mês,R$ 383,"Rua Amaury Monteiro, Recreio Dos Bandeirantes",28 m²,0,0,1
R$ 350 /mês,R$ 259,"Avenida Passos, Centro",22 m²,0,0,1
R$ 1.100 /mês,R$ 450,"Rua Bento Lisboa, Catete",33 m²,1,0,1
R$ 2.000 /mês,R$ 300,"Rio Comprido, Rio de Janeiro",120 m²,2,0,2
R$ 2.500 /mês,R$ 1.000,"Maracanã, Rio de Janeiro",100 m²,3,1,3
R$ 900 /mês,R$ 80,"Rua Alberto de Carvalho, Oswaldo Cruz",40 m²,1,0,1
R$ 1.100 /mês,R$ 30,"Rua Elisa de Albuquerque, Méier",70 m²,2,1,1
R$ 480 /mês,R$ 318,"Rua São José, Centro",30 m²,0,0,1
R$ 2.500 /mês,R$ 350,"Rua Sorocaba, Botafogo",91 m²,2,0,1
R$ 2.900 /mês,R$ 275,"Rua das Laranjeiras, Laranjeiras",23 m²,0,1,0
R$ 650 /mês,R$ 684,"Rua Conde de Bonfim, Tijuca",28 m²,0,1,1
R$ 380 /mês,R$ 44,"Avenida Monsenhor Félix, Irajá",30 m²,0,0,1
R$ 1.400 /mês,R$ 520,"Rua General Canabarro, Tijuca",52 m²,2,0,1
R$ 1.500 /mês,R$ 510,"Rua Cândido Mendes, Glória",53 m²,1,0,1
R$ 1.900 /mês,R$ 1.005,"Rua Almirante Cochrane, Tijuca",100 m²,3,1,1
R$ 400 /mês,R$ 550,"Rua Carvalho de Souza, Madureira",38 m²,0,0,1
R$ 950 /mês,R$ 620,"Rua Barata Ribeiro, Copacabana",18 m²,0,0,1
R$ 1.000 /mês,R$ 450,"Rua Henrique Lacombe, Jardim Guanabara",56 m²,1,0,1
R$ 1.300 /mês,R$ 368,"Avenida Carlos Meziano, Ilha do Governador",67 m²,2,1,1
R$ 1.400 /mês,R$ 760,"Rua Dois de Dezembro, Flamengo",51 m²,1,0,1
R$ 800 /mês,R$ 630,"Rua Laura Teles, Pechincha",66 m²,2,1,1
R$ 1.000 /mês,R$ 350,"Avenida Gomes Freire, Centro",35 m²,1,0,1
R$ 1.800 /mês,R$ 536,"Rua Andrade Pertence, Catete",47 m²,1,0,1
R$ 1.600 /mês,R$ 705,"Rua General Roca, Tijuca",57 m²,1,1,1
R$ 1.000 /mês,R$ 620,"Rua Uruguai, Tijuca",45 m²,1,0,1
R$ 2.400 /mês,R$ 850,"Rua do Bispo, Tijuca",100 m²,3,1,2
R$ 2.100 /mês,R$ 970,"Rua Professor Gabizo, Tijuca",84 m²,2,1,3
R$ 6.000 /mês,R$ 2.200,"Barra da Tijuca, Rio de Janeiro",185 m²,1,3,1
R$ 12.500 /mês,R$ 1.991,"Avenida Ataulfo de Paiva, Leblon",90 m²,3,1,3
R$ 2.500 /mês,R$ 1.840,"Barra da Tijuca, Rio de Janeiro",76 m²,1,1,0
R$ 1.800 /mês,R$ 800,"Avenida Pastor Martin Luther King Jr, Del Castilho",36 m²,0,1,1
R$ 10.000 /mês,R$ 2.500,"Rua Hilário de Gouveia, Copacabana",243 m²,4,3,3
R$ 3.700 /mês,R$ 1.088,"Rua Engenheiro Marques Porto, Humaitá",100 m²,2,1,4
R$ 2.500 /mês,R$ 1.188,"Avenida Pasteur, Botafogo",92 m²,3,1,2
R$ 1.490 /mês,R$ 450,"Avenida Princesa Isabel, Copacabana",30 m²,1,0,1
R$ 2.800 /mês,R$ 760,"Avenida Rainha Elizabeth da Bélgica, Copacabana",60 m²,1,0,1
R$ 1.300 /mês,R$ 240,"Rua Conde de Bonfim, Tijuca",30 m²,0,0,1
R$ 650 /mês,R$ 240,"Rua José dos Reis, Inhaúma",47 m²,2,1,1
R$ 600 /mês,R$ 610,"Rua da Assembléia, Centro",30 m²,0,0,0
R$ 350 /mês,R$ 500,"Rua de Bonsucesso, Bonsucesso",34 m²,0,0,0
R$ 700 /mês,R$ 400,"Rua Cardoso de Morais, Bonsucesso",42 m²,1,0,1
R$ 900 /mês,R$ 250,"Barra da Tijuca, Rio de Janeiro",21 m²,0,1,1
R$ 8.000 /mês,R$ 2.657,"Rua São Bento, Centro",258 m²,0,1,2
R$ 3.500 /mês,R$ 1.250,"Rua Jardim Botânico, Jardim Botânico",110 m²,3,1,2
R$ 2.990 /mês,R$ 788,"Rua Omar Bandeira Ramidan Sobrinho, Recreio Dos Bandeirantes",89 m²,3,2,3
R$ 2.500 /mês,R$ 900,"Rua Pereira Nunes, Vila Isabel",120 m²,4,0,2
R$ 2.300 /mês,R$ 1.400,"Rua Pompeu Loureiro, Copacabana",45 m²,1,1,1
R$ 2.600 /mês,R$ 720,"Rua Raimundo Correia, Copacabana",98 m²,3,1,3
R$ 450 /mês,R$ 450,"Rua do Resende, Centro",25 m²,0,0,1
R$ 1.200 /mês,R$ 352,"Estrada dos Bandeirantes, Curicica",54 m²,2,1,1
R$ 1.000 /mês,R$ 842,"Rua Barata Ribeiro, Copacabana",35 m²,1,0,1
R$ 19.000 /mês,R$ 117,"Rua Maestro Francisco Braga, Copacabana",395 m²,12,4,5
R$ 1.800 /mês,R$ 446,"Rua Conde de Bonfim, Tijuca",80 m²,2,1,1
R$ 1.400 /mês,R$ 454,"Rua Santo Afonso, Tijuca",79 m²,2,0,1
R$ 1.200 /mês,R$ 406,"Rua do Chichorro, Catumbi",64 m²,2,0,1
R$ 7.500 /mês,R$ 1.133,"Rua Prudente de Morais, Ipanema",100 m²,3,2,3
R$ 2.300 /mês,R$ 350,"Rua Ouro Branco, Vila Valqueire",95 m²,3,1,3
R$ 2.500 /mês,0,"Avenida Nossa Senhora de Copacabana, Copacabana",45 m²,1,0,1
R$ 700 /mês,R$ 365,"Rua Santa Clara, Copacabana",18 m²,0,0,1
R$ 4.500 /mês,R$ 120,"Rua Benjamim Constant, Glória",200 m²,5,0,2
R$ 7.200 /mês,R$ 1.100,"Rua Prudente de Morais, Ipanema",110 m²,3,2,3
R$ 3.600 /mês,R$ 730,"Avenida das Américas, Jacarepaguá",43 m²,0,0,1
R$ 1.100 /mês,R$ 300,"Rua Ajurana, Campo Grande",65 m²,2,1,1
R$ 750 /mês,R$ 269,"Estrada do Cabuçu, Campo Grande",60 m²,2,1,1
R$ 900 /mês,R$ 390,"Rua Dois de Dezembro, Flamengo",28 m²,1,0,1
R$ 1.200 /mês,R$ 470,"Avenida Presidente Vargas, Cidade Nova",60 m²,2,1,2
R$ 8.000 /mês,R$ 1.750,"Rua José Mindlin, Recreio Dos Bandeirantes",189 m²,4,3,6
R$ 1.200 /mês,R$ 122,"Rua Nacional, Taquara",43 m²,0,0,1
R$ 3.200 /mês,R$ 1.200,"Avenida Princesa Isabel, Copacabana",120 m²,3,0,3
R$ 900 /mês,0,"Rua Aimoré, Penha",63 m²,3,0,2
R$ 700 /mês,R$ 350,"Rua Cândido Benício, Praça Seca",41 m²,1,0,1
R$ 600 /mês,R$ 700,"Avenida Nelson Cardoso, Tanque",15 m²,0,0,1
R$ 600 /mês,R$ 9,"Estrada General Canrobert Pereira da Costa, Magalhães Bastos",26 m²,1,0,1
R$ 1.000 /mês,R$ 150,"Rua Sousa Valente, São Cristóvão",40 m²,2,0,1
R$ 220 /dia,0,"Rua Paissandu, Flamengo",100 m²,2,0,2
R$ 1.400 /mês,R$ 590,"Estrada dos Bandeirantes, Jacarepaguá",60 m²,2,1,1
R$ 780 /mês,0,"Bancários, Rio de Janeiro",74 m²,1,0,1
R$ 2.800 /mês,R$ 1.585,"Rua das Laranjeiras, Laranjeiras",137 m²,3,1,2
R$ 15.000 /mês,R$ 3.300,"Rua Hilário de Gouveia, Copacabana",430 m²,0,2,2
